TIMESTAMP;programPulseSequenceAndRun; RESULTS;readOutput
2026-01-22 14:47:41.945575;2350; ;-2.63007e-06
2026-01-22 14:47:42.616774;2400; ;-2.59095e-06
2026-01-22 14:47:43.263631;2450; ;-2.73251e-06
2026-01-22 14:47:43.914005;2500; ;-2.82192e-06
2026-01-22 14:47:44.568668;2550; ;-3.13112e-06
2026-01-22 14:47:45.232526;2600; ;-3.21494e-06
2026-01-22 14:47:45.887513;2650; ;-3.58002e-06
2026-01-22 14:47:46.548593;2700; ;-3.91531e-06
2026-01-22 14:47:47.197845;2750; ;-4.0606e-06
2026-01-22 14:47:47.869197;2800; ;-4.00472e-06
2026-01-22 14:47:48.529526;2850; ;-4.09412e-06
2026-01-22 14:47:49.175600;2900; ;-4.00472e-06
2026-01-22 14:47:49.836513;2950; ;-3.43287e-06
2026-01-22 14:47:50.498532;3000; ;-3.24288e-06
2026-01-22 14:47:51.171522;3050; ;-2.97838e-06
2026-01-22 14:47:51.834685;3100; ;-2.70085e-06
2026-01-22 14:47:52.495624;3150; ;-2.57978e-06
2026-01-22 14:47:53.142341;3200; ;-2.8033e-06
2026-01-22 14:47:53.813133;3250; ;-2.85172e-06
2026-01-22 14:47:54.474011;3300; ;-3.09759e-06
2026-01-22 14:47:55.127190;3350; ;-3.24102e-06
2026-01-22 14:47:55.784712;3400; ;-3.49434e-06
2026-01-22 14:47:56.451422;3450; ;-3.40866e-06
2026-01-22 14:47:57.096211;3500; ;-3.621e-06
2026-01-22 14:47:57.763338;3550; ;-3.88737e-06
2026-01-22 14:47:58.416666;3600; ;-4.22451e-06
2026-01-22 14:47:59.081054;3650; ;-4.35489e-06
2026-01-22 14:47:59.735374;3700; ;-4.3195e-06
2026-01-22 14:48:00.412120;3750; ;-4.0755e-06
2026-01-22 14:48:01.060618;3800; ;-3.48502e-06
2026-01-22 14:48:01.716694;3850; ;-3.04171e-06
2026-01-22 14:48:02.372931;3900; ;-3.27641e-06
2026-01-22 14:48:03.035881;3950; ;-3.187e-06
2026-01-22 14:48:03.689369;4000; ;-2.99142e-06
2026-01-22 14:48:04.355671;4050; ;-3.09573e-06
2026-01-22 14:48:05.011102;4100; ;-3.22612e-06
2026-01-22 14:48:05.666574;4150; ;-3.30807e-06
2026-01-22 14:48:06.320284;4200; ;-3.57071e-06
2026-01-22 14:48:06.992923;4250; ;-3.66197e-06
2026-01-22 14:48:07.643983;4300; ;-3.79981e-06
2026-01-22 14:48:08.301348;4350; ;-3.73276e-06
2026-01-22 14:48:08.959744;4400; ;-4.08108e-06
2026-01-22 14:48:09.621956;4450; ;-4.21706e-06
2026-01-22 14:48:10.275936;4500; ;-3.98236e-06
2026-01-22 14:48:10.928568;4550; ;-3.7905e-06
2026-01-22 14:48:11.586059;4600; ;-3.59678e-06
2026-01-22 14:48:12.237588;4650; ;-3.43659e-06
2026-01-22 14:48:12.914368;4700; ;-3.63217e-06
2026-01-22 14:48:13.565100;4750; ;-3.49434e-06
2026-01-22 14:48:14.224970;4800; ;-3.33229e-06
2026-01-22 14:48:14.897028;4850; ;-3.4664e-06
2026-01-22 14:48:15.557344;4900; ;-3.53718e-06
2026-01-22 14:48:16.238016;4950; ;-3.19631e-06
2026-01-22 14:48:16.899797;5000; ;-3.58561e-06
2026-01-22 14:48:17.544931;5050; ;-4.01775e-06
2026-01-22 14:48:18.224776;5100; ;-3.98982e-06
2026-01-22 14:48:18.874808;5150; ;-4.41077e-06
2026-01-22 14:48:19.562964;5200; ;-4.27853e-06
2026-01-22 14:48:20.222824;5250; ;-4.42009e-06
2026-01-22 14:48:20.881430;5300; ;-4.25804e-06
2026-01-22 14:48:21.549593;5350; ;-3.59492e-06
2026-01-22 14:48:22.208319;5400; ;-3.28758e-06
2026-01-22 14:48:22.887330;5450; ;-3.18886e-06
2026-01-22 14:48:23.542233;5500; ;-3.39934e-06
2026-01-22 14:48:24.220732;5550; ;-3.42914e-06
2026-01-22 14:48:24.883066;5600; ;-3.22239e-06
2026-01-22 14:48:25.551614;5650; ;-3.42542e-06
2026-01-22 14:48:26.219869;5700; ;-3.47944e-06
2026-01-22 14:48:26.890475;5750; ;-3.51669e-06
2026-01-22 14:48:27.542209;5800; ;-3.87619e-06
2026-01-22 14:48:28.227633;5850; ;-4.20029e-06
2026-01-22 14:48:28.893799;5900; ;-4.51322e-06
2026-01-22 14:48:29.564133;5950; ;-4.83732e-06
2026-01-22 14:48:30.241248;6000; ;-4.71066e-06
2026-01-22 14:48:30.910346;6050; ;-4.70507e-06
2026-01-22 14:48:31.590073;6100; ;-4.18726e-06
2026-01-22 14:48:32.273868;6150; ;-4.01217e-06
2026-01-22 14:48:32.937138;6200; ;-3.82218e-06
2026-01-22 14:48:33.615998;6250; ;-3.92462e-06
2026-01-22 14:48:34.269793;6300; ;-3.60237e-06
2026-01-22 14:48:34.946382;6350; ;-3.55767e-06
2026-01-22 14:48:35.609598;6400; ;-3.57071e-06
2026-01-22 14:48:36.289275;6450; ;-3.68991e-06
2026-01-22 14:48:36.955027;6500; ;-3.85012e-06
2026-01-22 14:48:37.613959;6550; ;-3.90972e-06
2026-01-22 14:48:38.273746;6600; ;-3.97491e-06
2026-01-22 14:48:38.940752;6650; ;-4.1649e-06
2026-01-22 14:48:39.602478;6700; ;-4.47783e-06
2026-01-22 14:48:40.260573;6750; ;-4.38097e-06
2026-01-22 14:48:40.944469;6800; ;-4.41264e-06
2026-01-22 14:48:41.613744;6850; ;-4.46851e-06
2026-01-22 14:48:42.300325;6900; ;-4.27666e-06
2026-01-22 14:48:42.976053;6950; ;-4.10344e-06
2026-01-22 14:48:43.638599;7000; ;-3.74579e-06
2026-01-22 14:48:44.305772;7050; ;-3.54463e-06
2026-01-22 14:48:44.973738;7100; ;-3.64894e-06
2026-01-22 14:48:45.641280;7150; ;-3.77001e-06
2026-01-22 14:48:46.300965;7200; ;-3.66384e-06
2026-01-22 14:48:46.978756;7250; ;-3.80354e-06
2026-01-22 14:48:47.660353;7300; ;-4.00285e-06
2026-01-22 14:48:48.332237;7350; ;-4.08667e-06
2026-01-22 14:48:48.998761;7400; ;-4.26921e-06
2026-01-22 14:48:49.666014;7450; ;-4.38842e-06
2026-01-22 14:48:50.331753;7500; ;-4.54488e-06
2026-01-22 14:48:51.000335;7550; ;-4.63988e-06
2026-01-22 14:48:51.677841;7600; ;-4.45361e-06
2026-01-22 14:48:52.362768;7650; ;-4.50018e-06
2026-01-22 14:48:53.018052;7700; ;-4.25059e-06
2026-01-22 14:48:53.700490;7750; ;-3.93207e-06
2026-01-22 14:48:54.365499;7800; ;-4.02148e-06
2026-01-22 14:48:55.031587;7850; ;-3.82031e-06
2026-01-22 14:48:55.710929;7900; ;-3.56698e-06
2026-01-22 14:48:56.385990;7950; ;-3.87619e-06
2026-01-22 14:48:57.066517;8000; ;-3.89482e-06
2026-01-22 14:48:57.734335;8050; ;-3.8408e-06
2026-01-22 14:48:58.418036;8100; ;-3.87992e-06
2026-01-22 14:48:59.092325;8150; ;-4.38097e-06
2026-01-22 14:48:59.762010;8200; ;-4.43499e-06
2026-01-22 14:49:00.432126;8250; ;-4.53184e-06
2026-01-22 14:49:01.106651;8300; ;-4.5542e-06
2026-01-22 14:49:01.784813;8350; ;-4.72556e-06
2026-01-22 14:49:02.456881;8400; ;-4.9379e-06
2026-01-22 14:49:03.121190;8450; ;-4.68272e-06
2026-01-22 14:49:03.805869;8500; ;-4.57096e-06
2026-01-22 14:49:04.489018;8550; ;-4.17049e-06
2026-01-22 14:49:05.163038;8600; ;-4.16118e-06
2026-01-22 14:49:05.841639;8650; ;-4.24686e-06
2026-01-22 14:49:06.512519;8700; ;-4.21333e-06
2026-01-22 14:49:07.189386;8750; ;-4.32882e-06
2026-01-22 14:49:07.870200;8800; ;-4.49832e-06
2026-01-22 14:49:08.559025;8850; ;-4.30833e-06
2026-01-22 14:49:09.237980;8900; ;-4.38842e-06
2026-01-22 14:49:09.898935;8950; ;-4.54116e-06
2026-01-22 14:49:10.566014;9000; ;-4.64733e-06
2026-01-22 14:49:11.251736;9050; ;-4.70321e-06
2026-01-22 14:49:11.925701;9100; ;-4.81683e-06
2026-01-22 14:49:12.594837;9150; ;-4.95653e-06
2026-01-22 14:49:13.265841;9200; ;-4.8131e-06
2026-01-22 14:49:13.953824;9250; ;-4.58772e-06
2026-01-22 14:49:14.632170;9300; ;-4.62125e-06
2026-01-22 14:49:15.307738;9350; ;-4.48155e-06
2026-01-22 14:49:15.989700;9400; ;-4.43499e-06
2026-01-22 14:49:16.674630;9450; ;-4.14628e-06
2026-01-22 14:49:17.355582;9500; ;-4.20216e-06
2026-01-22 14:49:18.024744;9550; ;-4.44989e-06
2026-01-22 14:49:18.699521;9600; ;-4.32323e-06
2026-01-22 14:49:19.379655;9650; ;-4.50391e-06
2026-01-22 14:49:20.059289;9700; ;-4.60635e-06
2026-01-22 14:49:20.740343;9750; ;-4.88575e-06
2026-01-22 14:49:21.426506;9800; ;-4.70135e-06
2026-01-22 14:49:22.114632;9850; ;-4.83732e-06
2026-01-22 14:49:22.779932;9900; ;-4.8932e-06
2026-01-22 14:49:23.465638;9950; ;-4.9677e-06
