TIMESTAMP;setFrequency; RESULTS;readOutput
2026-01-22 14:03:29.510764;2876000000.0; ;-5.33651e-06
2026-01-22 14:03:30.350753;2877000000.0; ;-4.23755e-06
2026-01-22 14:03:31.180650;2878000000.0; ;-3.36395e-06
2026-01-22 14:03:32.018890;2879000000.0; ;-2.64683e-06
2026-01-22 14:03:32.855111;2880000000.0; ;-1.97814e-06
2026-01-22 14:03:33.693971;2881000000.0; ;-1.62051e-06
2026-01-22 14:03:34.547723;2882000000.0; ;-1.27219e-06
2026-01-22 14:03:35.373864;2883000000.0; ;-1.05985e-06
2026-01-22 14:03:36.208132;2884000000.0; ;-8.90348e-07
2026-01-22 14:03:37.042345;2885000000.0; ;-8.28881e-07
2026-01-22 14:03:37.887060;2886000000.0; ;-7.61826e-07
2026-01-22 14:03:38.726876;2887000000.0; ;-6.18402e-07
2026-01-22 14:03:39.571219;2888000000.0; ;-4.71251e-07
2026-01-22 14:03:40.401583;2889000000.0; ;-4.13509e-07
2026-01-22 14:03:41.258112;2890000000.0; ;-4.13509e-07
2026-01-22 14:03:42.094137;2891000000.0; ;-4.02333e-07
2026-01-22 14:03:42.930866;2892000000.0; ;-2.62635e-07
2026-01-22 14:03:43.787164;2893000000.0; ;-1.69502e-07
2026-01-22 14:03:44.618956;2894000000.0; ;-2.1048e-07
2026-01-22 14:03:45.464940;2895000000.0; ;-2.12342e-07
2026-01-22 14:03:46.287828;2896000000.0; ;-9.87206e-08
2026-01-22 14:03:47.128233;2897000000.0; ;-4.28411e-08
2026-01-22 14:03:47.968336;2898000000.0; ;-1.35974e-07
2026-01-22 14:03:48.820081;2899000000.0; ;-2.36557e-07
2026-01-22 14:03:49.643963;2900000000.0; ;-1.09897e-07
2026-01-22 14:03:50.504291;2901000000.0; ;-2.21656e-07
2026-01-22 14:03:51.344408;2902000000.0; ;-8.56821e-08
2026-01-22 14:03:52.180561;2903000000.0; ;-5.58796e-08
2026-01-22 14:03:53.033981;2904000000.0; ;-1.1921e-07
2026-01-22 14:03:53.874028;2905000000.0; ;5.58796e-09
2026-01-22 14:03:54.715322;2906000000.0; ;-2.60771e-08
2026-01-22 14:03:55.561205;2907000000.0; ;-2.98025e-08
2026-01-22 14:03:56.394402;2908000000.0; ;-4.8429e-08
2026-01-22 14:03:57.239268;2909000000.0; ;-8.94074e-08
2026-01-22 14:03:58.087577;2910000000.0; ;-2.60772e-07
2026-01-22 14:03:58.910635;2911000000.0; ;-1.37837e-07
2026-01-22 14:03:59.760823;2912000000.0; ;-1.43425e-07
2026-01-22 14:04:00.630937;2913000000.0; ;-2.58909e-07
2026-01-22 14:04:01.468494;2914000000.0; ;-1.69502e-07
2026-01-22 14:04:02.299691;2915000000.0; ;-1.95579e-07
2026-01-22 14:04:03.148565;2916000000.0; ;-1.69502e-07
2026-01-22 14:04:03.984764;2917000000.0; ;-1.91853e-07
2026-01-22 14:04:04.802779;2918000000.0; ;-1.86266e-09
2026-01-22 14:04:05.649634;2919000000.0; ;-8.75448e-08
2026-01-22 14:04:06.488982;2920000000.0; ;-1.78815e-07
2026-01-22 14:04:07.318404;2921000000.0; ;-5.77422e-08
2026-01-22 14:04:08.158366;2922000000.0; ;-6.33304e-08
2026-01-22 14:04:09.003644;2923000000.0; ;-1.7509e-07
2026-01-22 14:04:09.836842;2924000000.0; ;-1.1921e-07
2026-01-22 14:04:10.676910;2925000000.0; ;-3.72531e-08
2026-01-22 14:04:11.527541;2926000000.0; ;-1.08034e-07
2026-01-22 14:04:12.361020;2927000000.0; ;-1.73227e-07
2026-01-22 14:04:13.205749;2928000000.0; ;-2.6636e-07
2026-01-22 14:04:14.047654;2929000000.0; ;-1.00583e-07
