TIMESTAMP;programPulseSequenceAndRun; RESULTS;readOutput
2026-01-22 14:35:37.535151;5900; ;-2.80516e-06
2026-01-22 14:35:38.200374;5950; ;-2.97466e-06
2026-01-22 14:35:38.862846;6000; ;-3.03426e-06
2026-01-22 14:35:39.538127;6050; ;-3.23357e-06
2026-01-22 14:35:40.201782;6100; ;-3.3416e-06
2026-01-22 14:35:40.852973;6150; ;-3.50738e-06
2026-01-22 14:35:41.531485;6200; ;-3.43846e-06
2026-01-22 14:35:42.201441;6250; ;-3.79422e-06
2026-01-22 14:35:42.856793;6300; ;-3.70854e-06
2026-01-22 14:35:43.517576;6350; ;-3.56884e-06
2026-01-22 14:35:44.190724;6400; ;-3.27827e-06
2026-01-22 14:35:44.844284;6450; ;-3.187e-06
2026-01-22 14:35:45.498921;6500; ;-2.99142e-06
2026-01-22 14:35:46.198905;6550; ;-2.81261e-06
2026-01-22 14:35:46.857852;6600; ;-2.86663e-06
2026-01-22 14:35:47.530339;6650; ;-2.77163e-06
2026-01-22 14:35:48.191733;6700; ;-2.7083e-06
2026-01-22 14:35:48.872580;6750; ;-2.85917e-06
2026-01-22 14:35:49.532946;6800; ;-3.01005e-06
2026-01-22 14:35:50.201523;6850; ;-2.99515e-06
2026-01-22 14:35:50.869109;6900; ;-3.16837e-06
2026-01-22 14:35:51.522740;6950; ;-3.1274e-06
2026-01-22 14:35:52.216860;7000; ;-3.42169e-06
2026-01-22 14:35:52.872841;7050; ;-3.40493e-06
2026-01-22 14:35:53.549704;7100; ;-3.52973e-06
2026-01-22 14:35:54.211773;7150; ;-3.53718e-06
2026-01-22 14:35:54.894557;7200; ;-3.60051e-06
2026-01-22 14:35:55.570541;7250; ;-3.7104e-06
2026-01-22 14:35:56.251279;7300; ;-3.52973e-06
2026-01-22 14:35:56.916350;7350; ;-3.39003e-06
2026-01-22 14:35:57.573942;7400; ;-3.10504e-06
2026-01-22 14:35:58.243825;7450; ;-2.88711e-06
2026-01-22 14:35:58.932440;7500; ;-2.96348e-06
2026-01-22 14:35:59.604939;7550; ;-2.86663e-06
2026-01-22 14:36:00.279369;7600; ;-2.90947e-06
2026-01-22 14:36:00.955013;7650; ;-2.90202e-06
2026-01-22 14:36:01.625188;7700; ;-2.88898e-06
2026-01-22 14:36:02.297104;7750; ;-3.03799e-06
2026-01-22 14:36:02.964332;7800; ;-3.16651e-06
2026-01-22 14:36:03.639881;7850; ;-3.30435e-06
2026-01-22 14:36:04.310993;7900; ;-3.59119e-06
2026-01-22 14:36:04.989898;7950; ;-3.54649e-06
2026-01-22 14:36:05.666825;8000; ;-3.61168e-06
2026-01-22 14:36:06.338424;8050; ;-3.75324e-06
2026-01-22 14:36:07.018997;8100; ;-3.95815e-06
2026-01-22 14:36:07.692970;8150; ;-3.83149e-06
2026-01-22 14:36:08.380213;8200; ;-3.54835e-06
2026-01-22 14:36:09.054429;8250; ;-3.52786e-06
2026-01-22 14:36:09.737594;8300; ;-3.48502e-06
2026-01-22 14:36:10.423173;8350; ;-3.3863e-06
2026-01-22 14:36:11.089069;8400; ;-3.25778e-06
2026-01-22 14:36:11.762352;8450; ;-3.40493e-06
2026-01-22 14:36:12.442009;8500; ;-3.20376e-06
2026-01-22 14:36:13.100198;8550; ;-3.12926e-06
2026-01-22 14:36:13.799263;8600; ;-3.20749e-06
2026-01-22 14:36:14.468224;8650; ;-3.29131e-06
2026-01-22 14:36:15.138251;8700; ;-3.47757e-06
2026-01-22 14:36:15.816613;8750; ;-3.45522e-06
2026-01-22 14:36:16.485097;8800; ;-3.58188e-06
2026-01-22 14:36:17.161963;8850; ;-3.65825e-06
2026-01-22 14:36:17.833832;8900; ;-3.87247e-06
2026-01-22 14:36:18.503119;8950; ;-4.00099e-06
2026-01-22 14:36:19.170671;9000; ;-4.08854e-06
2026-01-22 14:36:19.849780;9050; ;-4.06991e-06
2026-01-22 14:36:20.509012;9100; ;-4.1351e-06
2026-01-22 14:36:21.199751;9150; ;-4.07922e-06
2026-01-22 14:36:21.873372;9200; ;-3.86874e-06
2026-01-22 14:36:22.548760;9250; ;-3.83522e-06
2026-01-22 14:36:23.210422;9300; ;-3.72344e-06
2026-01-22 14:36:23.890066;9350; ;-3.74952e-06
2026-01-22 14:36:24.558254;9400; ;-3.75511e-06
2026-01-22 14:36:25.237819;9450; ;-3.6359e-06
2026-01-22 14:36:25.907886;9500; ;-3.59119e-06
2026-01-22 14:36:26.589359;9550; ;-3.59492e-06
2026-01-22 14:36:27.246722;9600; ;-3.55767e-06
2026-01-22 14:36:27.909726;9650; ;-3.66943e-06
2026-01-22 14:36:28.588061;9700; ;-3.75324e-06
2026-01-22 14:36:29.246964;9750; ;-3.81099e-06
2026-01-22 14:36:29.910058;9800; ;-3.99913e-06
2026-01-22 14:36:30.590004;9850; ;-4.16863e-06
2026-01-22 14:36:31.267998;9900; ;-4.18912e-06
2026-01-22 14:36:31.929260;9950; ;-4.18539e-06
