TIMESTAMP;programPulseSequenceAndRun; RESULTS;readOutput
2026-01-22 14:41:16.574407;3600; ;-1.885e-06
2026-01-22 14:41:17.232969;3650; ;-1.84403e-06
2026-01-22 14:41:17.885335;3700; ;-1.96511e-06
2026-01-22 14:41:18.530742;3750; ;-2.02098e-06
2026-01-22 14:41:19.210632;3800; ;-2.05265e-06
2026-01-22 14:41:19.854192;3850; ;-2.26499e-06
2026-01-22 14:41:20.516713;3900; ;-2.42704e-06
2026-01-22 14:41:21.181465;3950; ;-2.49968e-06
2026-01-22 14:41:21.841917;4000; ;-2.58537e-06
2026-01-22 14:41:22.502672;4050; ;-2.79398e-06
2026-01-22 14:41:23.156977;4100; ;-2.8629e-06
2026-01-22 14:41:23.817182;4150; ;-2.85545e-06
2026-01-22 14:41:24.467360;4200; ;-3.05662e-06
2026-01-22 14:41:25.120158;4250; ;-3.10691e-06
2026-01-22 14:41:25.779020;4300; ;-3.15347e-06
2026-01-22 14:41:26.424061;4350; ;-2.97838e-06
2026-01-22 14:41:27.084152;4400; ;-2.81447e-06
2026-01-22 14:41:27.744814;4450; ;-2.66919e-06
2026-01-22 14:41:28.408852;4500; ;-2.51459e-06
2026-01-22 14:41:29.069546;4550; ;-2.25009e-06
2026-01-22 14:41:29.716896;4600; ;-2.21842e-06
2026-01-22 14:41:30.378629;4650; ;-2.13833e-06
2026-01-22 14:41:31.033062;4700; ;-2.18862e-06
2026-01-22 14:41:31.687478;4750; ;-2.1197e-06
2026-01-22 14:41:32.336115;4800; ;-2.01353e-06
2026-01-22 14:41:33.008312;4850; ;-2.15509e-06
2026-01-22 14:41:33.668929;4900; ;-2.05079e-06
2026-01-22 14:41:34.334055;4950; ;-2.30224e-06
2026-01-22 14:41:34.989708;5000; ;-2.39165e-06
2026-01-22 14:41:35.645150;5050; ;-2.29666e-06
2026-01-22 14:41:36.300665;5100; ;-2.49223e-06
2026-01-22 14:41:36.953189;5150; ;-2.67664e-06
2026-01-22 14:41:37.613407;5200; ;-2.75673e-06
2026-01-22 14:41:38.279799;5250; ;-2.66173e-06
2026-01-22 14:41:38.925103;5300; ;-2.74183e-06
2026-01-22 14:41:39.587852;5350; ;-2.81633e-06
2026-01-22 14:41:40.258191;5400; ;-2.93741e-06
2026-01-22 14:41:40.915683;5450; ;-3.03799e-06
2026-01-22 14:41:41.570351;5500; ;-2.9579e-06
2026-01-22 14:41:42.233544;5550; ;-2.99329e-06
2026-01-22 14:41:42.891502;5600; ;-2.81075e-06
2026-01-22 14:41:43.549877;5650; ;-2.5537e-06
2026-01-22 14:41:44.210394;5700; ;-2.34322e-06
2026-01-22 14:41:44.867970;5750; ;-2.23333e-06
2026-01-22 14:41:45.526078;5800; ;-2.15137e-06
2026-01-22 14:41:46.180566;5850; ;-2.2296e-06
2026-01-22 14:41:46.843647;5900; ;-2.14206e-06
2026-01-22 14:41:47.512857;5950; ;-2.13833e-06
2026-01-22 14:41:48.159102;6000; ;-2.1998e-06
2026-01-22 14:41:48.831442;6050; ;-2.37675e-06
2026-01-22 14:41:49.495224;6100; ;-2.23519e-06
2026-01-22 14:41:50.156339;6150; ;-2.13833e-06
2026-01-22 14:41:50.810683;6200; ;-2.11225e-06
2026-01-22 14:41:51.471735;6250; ;-2.25009e-06
2026-01-22 14:41:52.128573;6300; ;-2.39351e-06
2026-01-22 14:41:52.790533;6350; ;-2.41587e-06
2026-01-22 14:41:53.464728;6400; ;-2.59654e-06
2026-01-22 14:41:54.111789;6450; ;-2.75487e-06
2026-01-22 14:41:54.764328;6500; ;-2.79212e-06
2026-01-22 14:41:55.425252;6550; ;-2.91505e-06
2026-01-22 14:41:56.080363;6600; ;-2.82751e-06
2026-01-22 14:41:56.757740;6650; ;-3.01564e-06
2026-01-22 14:41:57.412768;6700; ;-3.02495e-06
2026-01-22 14:41:58.080906;6750; ;-2.89457e-06
2026-01-22 14:41:58.738716;6800; ;-2.80143e-06
2026-01-22 14:41:59.409658;6850; ;-2.7232e-06
2026-01-22 14:42:00.062667;6900; ;-2.64497e-06
2026-01-22 14:42:00.735529;6950; ;-2.31156e-06
2026-01-22 14:42:01.396743;7000; ;-2.42704e-06
2026-01-22 14:42:02.054808;7050; ;-2.49223e-06
2026-01-22 14:42:02.710852;7100; ;-2.51645e-06
2026-01-22 14:42:03.389105;7150; ;-2.52017e-06
2026-01-22 14:42:04.040517;7200; ;-2.42145e-06
2026-01-22 14:42:04.712094;7250; ;-2.41587e-06
2026-01-22 14:42:05.368652;7300; ;-2.39165e-06
2026-01-22 14:42:06.035039;7350; ;-2.43822e-06
2026-01-22 14:42:06.702052;7400; ;-2.65242e-06
2026-01-22 14:42:07.364159;7450; ;-2.62262e-06
2026-01-22 14:42:08.043395;7500; ;-2.48665e-06
2026-01-22 14:42:08.711444;7550; ;-2.65428e-06
2026-01-22 14:42:09.370190;7600; ;-2.68781e-06
2026-01-22 14:42:10.034540;7650; ;-2.79398e-06
2026-01-22 14:42:10.702487;7700; ;-2.84614e-06
2026-01-22 14:42:11.352444;7750; ;-3.05848e-06
2026-01-22 14:42:12.035370;7800; ;-3.16465e-06
2026-01-22 14:42:12.701933;7850; ;-3.09573e-06
2026-01-22 14:42:13.380286;7900; ;-2.92996e-06
2026-01-22 14:42:14.027892;7950; ;-2.97466e-06
2026-01-22 14:42:14.699778;8000; ;-2.89829e-06
2026-01-22 14:42:15.371022;8050; ;-2.84986e-06
2026-01-22 14:42:16.020647;8100; ;-2.65428e-06
2026-01-22 14:42:16.682372;8150; ;-2.65242e-06
2026-01-22 14:42:17.352229;8200; ;-2.69712e-06
2026-01-22 14:42:18.028687;8250; ;-2.60958e-06
2026-01-22 14:42:18.678299;8300; ;-2.57419e-06
2026-01-22 14:42:19.363040;8350; ;-2.52949e-06
2026-01-22 14:42:20.018237;8400; ;-2.58537e-06
2026-01-22 14:42:20.678016;8450; ;-2.61331e-06
2026-01-22 14:42:21.343282;8500; ;-2.75859e-06
2026-01-22 14:42:22.001467;8550; ;-2.68036e-06
2026-01-22 14:42:22.667105;8600; ;-2.8629e-06
2026-01-22 14:42:23.325680;8650; ;-2.848e-06
2026-01-22 14:42:24.002969;8700; ;-2.91319e-06
2026-01-22 14:42:24.668045;8750; ;-2.9728e-06
2026-01-22 14:42:25.335592;8800; ;-3.0771e-06
2026-01-22 14:42:25.998228;8850; ;-3.16465e-06
2026-01-22 14:42:26.665978;8900; ;-3.17582e-06
2026-01-22 14:42:27.339621;8950; ;-3.21867e-06
2026-01-22 14:42:27.998890;9000; ;-3.40679e-06
2026-01-22 14:42:28.669602;9050; ;-3.25964e-06
2026-01-22 14:42:29.344410;9100; ;-3.3714e-06
2026-01-22 14:42:30.011436;9150; ;-3.21494e-06
2026-01-22 14:42:30.674136;9200; ;-3.17955e-06
2026-01-22 14:42:31.329656;9250; ;-3.16837e-06
2026-01-22 14:42:31.997782;9300; ;-2.96535e-06
2026-01-22 14:42:32.666981;9350; ;-2.99515e-06
2026-01-22 14:42:33.309681;9400; ;-3.04544e-06
2026-01-22 14:42:33.979150;9450; ;-3.11995e-06
2026-01-22 14:42:34.641240;9500; ;-3.07338e-06
2026-01-22 14:42:35.310952;9550; ;-3.07338e-06
2026-01-22 14:42:35.979998;9600; ;-3.19631e-06
2026-01-22 14:42:36.644187;9650; ;-3.1274e-06
2026-01-22 14:42:37.321468;9700; ;-3.10877e-06
2026-01-22 14:42:37.990655;9750; ;-3.11995e-06
2026-01-22 14:42:38.661269;9800; ;-3.04171e-06
2026-01-22 14:42:39.328577;9850; ;-3.19445e-06
2026-01-22 14:42:39.993598;9900; ;-3.41238e-06
2026-01-22 14:42:40.650728;9950; ;-3.46826e-06
